Darius
Khazix
Trundle
Cassiopeia
Zoe
Yasuo
Nasus
Nami
Vayne
LeeSin
AurelionSol
Singed
Lux
Cassiopeia
Vi
Kayn
Aphelios
Katarina
Bard
Teemo
Cassiopeia
MissFortune
Zoe
Veigar
Karthus
Elise
Lux
Twitch
Malphite
Alistar
Katarina
Ornn
Tristana
Olaf
Blitzcrank
Warwick
Rakan
Diana
Aphelios
JarvanIV
Fiddlesticks
Leona
Kaisa
Urgot
Zoe
Ryze
Teemo
Alistar
Aatrox
Cassiopeia
Rakan
Twitch
Heimerdinger
Xayah
Rumble
Malphite
Ivern
Caitlyn
Kassadin
Lulu
Shyvana
Morgana
Teemo
Vayne
Ekko
Draven
Senna
Tristana
Amumu
Kayle
Vi
Brand
Urgot
MissFortune
Talon
Lux
Evelynn
Mordekaiser
Caitlyn
Nami
Pyke
Nidalee
Ziggs
Riven
Jinx
Vayne
Thresh
LeeSin
Mordekaiser
Lucian
Karma
Caitlyn
Mordekaiser
Jax
Ziggs
Nidalee
Kaisa
Renekton
Senna
Veigar
Caitlyn
Pyke
Teemo
Irelia
Jax
Zyra
Malphite
Orianna
Kaisa
LeeSin
Teemo
Akali
Sylas
Zilean
Jhin
Katarina
Jax
Xayah
Ezreal
Senna
Ekko
Heimerdinger
Diana
Thresh
Jax
Lissandra
Shaco
Camille
Yuumi
Ezreal
Ryze
Sett
Fiddlesticks
Udyr
MissFortune
Tristana
Kayn
Lulu
Diana
Jayce
Sylas
Vayne
Darius
Kindred
Yuumi
Janna
Yasuo
MasterYi
DrMundo
Ezreal
MissFortune
Warwick
Kayle
Kassadin
Rakan
Thresh
Fiora
Sejuani
Jayce
Lucian
Ezreal
Vi
Ornn
Brand
Morgana
Jhin
Lux
Poppy
Teemo
Pyke
Katarina
Khazix
Akali
Maokai
Caitlyn
Corki
Zyra
Ashe
Zoe
Graves
Caitlyn
Ahri
Malphite
Nautilus
JarvanIV
Teemo
Jinx
Irelia
Fiddlesticks
Leona
Morgana
Garen
Ekko
Pantheon
Varus
MissFortune
Leona
Nasus
Nocturne
Yasuo
Ekko
Teemo
JarvanIV
Veigar
Varus
Lucian
Morgana
Lulu
Nocturne
Amumu
Brand
Ekko
Sett
Draven
Janna
Yasuo
Jax
Vayne
Nasus
Leona
Caitlyn
Renekton
MasterYi
Zed
Neeko
Galio
Volibear
MissFortune
Diana
Janna
Yasuo
Blitzcrank
Lucian
Ekko
Nasus
Caitlyn
Sett
Teemo
XinZhao
Janna
Morgana
Fizz
Caitlyn
Elise
Shen
Rengar
Mordekaiser
Janna
Ahri
Ezreal
Kalista
Trundle
MonkeyKing
Leona
Karthus
JarvanIV
Darius
Lulu
Syndra
Lucian
Urgot
Kalista
Yasuo
XinZhao
Nautilus
Lucian
Orianna
MonkeyKing
Yuumi
Evelynn
Leona
Malzahar
Varus
Ryze
LeeSin
Kaisa
Sona
Riven
Kassadin
Karthus
Ryze
Nasus
Nami
Diana
Varus
Shyvana
Urgot
Jinx
Neeko
Janna
Veigar
Vladimir
Ashe
XinZhao
Janna
Lucian
Zoe
Urgot
Kayn
Lux
Lucian
Morgana
Vladimir
Ekko
Zed
Kayle
Braum
Draven
Trundle
Ziggs
Tristana
Morgana
LeeSin
Rakan
Ornn
Lucian
Shaco
Senna
Veigar
Shen
Fiora
Trundle
Sylas
Malphite
MissFortune
Kaisa
Garen
Senna
Irelia
Nocturne
Fiora
Fiddlesticks
Caitlyn
Sona
Pantheon
Ekko
Janna
Katarina
Zyra
Twitch
Chogath
Malzahar
Sona
Ezreal
Ekko
Veigar
Yasuo
Karma
Aphelios
Morgana
Khazix
Zyra
Lucian
Vayne
Teemo
TahmKench
MissFortune
Irelia
Fizz
Riven
Zoe
Nautilus
JarvanIV
Sylas
Caitlyn
Azir
LeeSin
Vayne
Teemo
Yasuo
XinZhao
Chogath
Ekko
Aphelios
Nami
Ezreal
Lulu
Janna
Rammus
Fiora
MonkeyKing
Xayah
Lux
Bard
Shaco
Riven
Zed
Yuumi
Shyvana
Tristana
Caitlyn
Bard
Kayn
Sett
Jax
MonkeyKing
Ekko
Galio
Volibear
Tristana
Teemo
Zilean
Draven
Katarina
XinZhao
MonkeyKing
Renekton
Tryndamere
Thresh
Lucian
Rakan
Tristana
Vladimir
Orianna
Warwick
Kaisa
Nunu
Darius
Leblanc
Morgana
Thresh
Ezreal
Galio
Malphite
Kayn
MissFortune
Nautilus
Hecarim
Orianna
Kayle
Lissandra
Camille
Lulu
Leblanc
Ashe
Gragas
Jhin
Qiyana
Jayce
Thresh
Nami
Sett
Morgana
Nautilus
Yasuo
MissFortune
Katarina
MonkeyKing
Lulu
Kalista
Caitlyn
Sylas
Senna
Illaoi
MasterYi
Qiyana
Braum
MissFortune
Teemo
Trundle
MonkeyKing
Yasuo
Diana
Rakan
LeeSin
Orianna
Kayn
Malphite
Lissandra
Tryndamere
Kindred
Maokai
Tristana
Syndra
Alistar
Yasuo
Ashe
Mordekaiser
Pyke
Rammus
Jinx
Lux
Nasus
Ekko
TwistedFate
Ashe
LeeSin
Gangplank
Neeko
Soraka
Soraka
Warwick
Irelia
Lux
Ashe
Fiddlesticks
Sett
Yuumi
Kled
Jinx
Jinx
Jax
Udyr
Syndra
Neeko
MasterYi
Katarina
Velkoz
Vayne
Riven
Ivern
Swain
Irelia
Aatrox
Varus
Sett
Kayn
Xayah
Ornn
Cassiopeia
Fiddlesticks
Bard
Zed
Tristana
Irelia
Ekko
Chogath
Yuumi
Graves
Jinx
Shen
Jinx
Jax
Lux
Morgana
Bard
Talon
Tristana
Blitzcrank
Ornn
Annie
Blitzcrank
Olaf
Leblanc
Camille
Jax
Tristana
Yasuo
Akali
Orianna
Fiddlesticks
Kaisa
Garen
Lux
LeeSin
Nunu
Morgana
Vladimir
Senna
Neeko
Morgana
Lucian
Thresh
Shaco
DrMundo
Katarina
Lux
Ezreal
Jayce
Amumu
Olaf
Sett
Sylas
Janna
Caitlyn
Graves
Tristana
Bard
Syndra
Urgot
Janna
Chogath
Shen
Varus
MonkeyKing
Kassadin
Kayle
Ashe
Leona
Warwick
Nasus
Vayne
Syndra
Morgana
Sejuani
Azir
Gnar
Udyr
Janna
MissFortune
Yasuo
Darius
Khazix
Maokai
Jhin
Soraka
Morgana
Fiddlesticks
Draven
Ornn
Leblanc
Tristana
Elise
Camille
Senna
Corki
Garen
Ashe
Khazix
Yuumi
Kayn
Pyke
Kled
Lux
Ashe
Gragas
Senna
Neeko
Xayah
Aatrox
Khazix
Morgana
Leblanc
Blitzcrank
Lux
Janna
MasterYi
Trundle
Aphelios
LeeSin
Pantheon
Aphelios
Warwick
Teemo
Pyke
Kayle
Morgana
Sion
Ezreal
Lux
Sett
Kaisa
Yasuo
Ekko
Senna
Tristana
Talon
Poppy
Khazix
Yuumi
Zilean
Kayn
Nasus
Zed
Yuumi
Shen
Kled
Amumu
Caitlyn
Janna
Shen
Renekton
Swain
MissFortune
Azir
Tristana
Yasuo
Amumu
Nami
Nasus
Shaco
Lux
Aphelios
Yorick
TwistedFate
Jayce
Varus
Soraka
Tryndamere
Amumu
Garen
Shaco
Rammus
Ziggs
MissFortune
Fiddlesticks
Maokai
Zed
Kalista
Teemo
Varus
Aatrox
Zoe
KogMaw
MasterYi
Leona
Fiddlesticks
Kaisa
Nasus
Zed
Zoe
Ezreal
Gragas
Rumble
Sett
MissFortune
Kayle
Kayn
Morgana
Tristana
Heimerdinger
Yuumi
Evelynn
Vayne
MonkeyKing
Tryndamere
Ezreal
Rakan
Diana
Ziggs
Vladimir
Ashe
Fiddlesticks
Yuumi
Yasuo
RekSai
Mordekaiser
Camille
Veigar
Vayne
Lux
Thresh
Twitch
Nidalee
Mordekaiser
Tryndamere
Katarina
Trundle
Morgana
MissFortune
Soraka
Zed
Warwick
Fiora
Caitlyn
Ashe
Corki
Braum
Trundle
Vladimir
Evelynn
Mordekaiser
Ryze
Morgana
Cassiopeia
Lux
AurelionSol
Akali
LeeSin
MissFortune
Janna
Lux
Gragas
Lucian
Twitch
Irelia
Chogath
Lulu
Sona
Warwick
MasterYi
Azir
Leona
Varus
Kayle
TwistedFate
Xerath
MonkeyKing
Udyr
Darius
Tristana
Riven
Pantheon
Nami
XinZhao
Fiddlesticks
Pyke
Mordekaiser
TwistedFate
Varus
Lux
Zed
Pantheon
Ahri
Jhin
Varus
Darius
Katarina
Lulu
Fiddlesticks
Riven
Zed
Janna
Skarner
Ezreal
Taric
Kaisa
Fiddlesticks
Fizz
Teemo
MissFortune
Fizz
Garen
LeeSin
Fiddlesticks
Jinx
Shaco
Katarina
Pyke
Teemo
Graves
Morgana
Swain
Shen
Lissandra
TwistedFate
Pyke
Teemo
Hecarim
Caitlyn
Yasuo
Yasuo
Yasuo
Yasuo
Yasuo
Elise
Elise
Elise
Elise
Elise
Annie
Leblanc
Lux
RekSai
Renekton
Katarina
Xayah
Rakan
Yorick
Malphite
Annie
Ahri
Fiora
Soraka
Amumu
Mordekaiser
Braum
Xerath
Lucian
Sett
Leblanc
Jinx
Sett
Singed
Gragas
Lucian
Corki
Pantheon
RekSai
Xerath
Kindred
Sion
Lucian
Lux
Cassiopeia
Garen
Shaco
Nasus
Janna
Sivir
Lissandra
Lissandra
Lissandra
Lissandra
Lissandra
Shaco
Shaco
Shaco
Shaco
Shaco
Ivern
Ivern
Ivern
Ivern
Ivern
Ezreal
Ezreal
Ezreal
Ezreal
Ezreal
Kaisa
Janna
Irelia
Lux
Sylas
Camille
Cassiopeia
Morgana
Ashe
XinZhao
Morgana
Malphite
MonkeyKing
Jhin
Zilean
Jinx
Sett
Shyvana
Lux
Janna
JarvanIV
Akali
Ziggs
Xerath
Ashe
Jhin
Corki
Lulu
Diana
Udyr
Cassiopeia
Jhin
Pyke
Nidalee
Zed
Ryze
Ezreal
Morgana
Kayn
Ahri
Tryndamere
Aphelios
Vi
Lux
Sylas
Senna
Heimerdinger
Orianna
Mordekaiser
MonkeyKing
Lux
Yasuo
Lucian
Irelia
Zed
Tristana
Fiora
Veigar
MasterYi
Syndra
Lucian
Brand
Mordekaiser
Yasuo
Qiyana
Vladimir
Draven
Morgana
MasterYi
Jhin
Tristana
Nasus
Pyke
XinZhao
Yasuo
Lulu
Galio
MissFortune
Rumble
Zyra
Zoe
Aatrox
Bard
Rengar
Tristana
Sivir
Kayn
Teemo
Karma
Renekton
